ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,Unnamed: 22,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,16.0,1:44.517,0.0,,34.437,0.0,35.676,0.0,34.404,0.0,118.5,33:27.999,16:37,0:34.437,0:35.676,0:34.404,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,17.0,1:43.147,0.0,,33.484,0.0,35.062,0.0,34.601,0.0,120.0,35:11.146,16:39,0:33.484,0:35.062,0:34.601,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,18.0,1:42.031,0.0,,33.494,0.0,35.299,0.0,33.238,0.0,121.3,36:53.177,16:40,0:33.494,0:35.299,0:33.238,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,19.0,1:41.028,0.0,,33.072,0.0,35.059,0.0,32.897,2.0,122.5,38:34.205,16:42,0:33.072,0:35.059,0:32.897,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,20.0,1:40.860,2.0,,32.997,0.0,34.916,0.0,32.947,0.0,122.7,40:15.065,16:44,0:32.997,0:34.916,0:32.947,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,21.0,1:41.025,0.0,,33.113,0.0,34.925,0.0,32.987,0.0,122.5,41:56.090,16:45,0:33.113,0:34.925,0:32.987,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,22.0,1:41.052,0.0,,32.882,2.0,34.785,2.0,33.385,0.0,122.5,43:37.142,16:47,0:32.882,0:34.785,0:33.385,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,23.0,1:41.217,0.0,,33.233,0.0,35.013,0.0,32.971,0.0,122.3,45:18.359,16:49,0:33.233,0:35.013,0:32.971,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,24.0,1:42.224,0.0,,32.894,0.0,34.985,0.0,34.345,0.0,121.1,47:00.583,16:50,0:32.894,0:34.985,0:34.345,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,25.0,1:41.381,0.0,,33.192,0.0,35.108,0.0,33.081,0.0,122.1,48:41.964,16:52,0:33.192,0:35.108,0:33.081,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Dragon Racing,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,7.0,0.0,26.0,1:43.385,0.0,,33.570,0.0,36.177,0.0,33.638,0.0,119.8,50:25.349,16:54,0:33.570,0:36.177,0:33.638,,JÃ©rÃ´me D'AMBROSIO,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,1.0,2:02.639,0.0,,47.841,0.0,40.004,0.0,34.794,0.0,100.9,2:02.639,16:05,0:47.841,0:40.004,0:34.794,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,2.0,1:45.819,0.0,,34.609,0.0,36.765,0.0,34.445,0.0,117.0,3:48.458,16:07,0:34.609,0:36.765,0:34.445,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,3.0,1:48.323,0.0,,34.319,0.0,36.353,0.0,37.651,0.0,114.3,5:36.781,16:09,0:34.319,0:36.353,0:37.651,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,4.0,4:11.002,0.0,,1:25.108,0.0,1:23.259,0.0,1:22.635,0.0,49.3,9:47.783,16:13,1:25.108,1:23.259,1:22.635,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,5.0,2:01.741,0.0,,51.174,0.0,36.678,0.0,33.889,0.0,101.7,11:49.524,16:15,0:51.174,0:36.678,0:33.889,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,6.0,1:43.860,0.0,,34.098,0.0,36.168,0.0,33.594,0.0,119.2,13:33.384,16:17,0:34.098,0:36.168,0:33.594,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,7.0,1:44.023,0.0,,34.004,0.0,36.145,0.0,33.874,0.0,119.0,15:17.407,16:19,0:34.004,0:36.145,0:33.874,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,8.0,1:43.388,0.0,,33.656,0.0,36.146,0.0,33.586,0.0,119.7,17:00.795,16:20,0:33.656,0:36.146,0:33.586,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,9.0,1:43.402,0.0,,33.560,0.0,36.213,0.0,33.629,0.0,119.7,18:44.197,16:22,0:33.560,0:36.213,0:33.629,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,10.0,1:44.542,0.0,,34.178,0.0,36.335,0.0,34.029,0.0,118.4,20:28.739,16:24,0:34.178,0:36.335,0:34.029,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,11.0,1:44.346,0.0,,34.039,0.0,36.247,0.0,34.060,0.0,118.6,22:13.085,16:26,0:34.039,0:36.247,0:34.060,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,12.0,1:44.457,0.0,,33.958,0.0,36.534,0.0,33.965,0.0,118.5,23:57.542,16:27,0:33.958,0:36.534,0:33.965,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,13.0,1:45.794,0.0,,34.247,0.0,37.149,0.0,34.398,0.0,117.0,25:43.336,16:29,0:34.247,0:37.149,0:34.398,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,14.0,3:01.699,0.0,B,34.315,0.0,36.501,0.0,1:50.883,0.0,68.1,28:45.035,16:32,0:34.315,0:36.501,1:50.883,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,15.0,3:10.412,0.0,,1:23.282,0.0,1:11.743,0.0,35.387,0.0,65.0,31:55.447,16:35,1:23.282,1:11.743,0:35.387,,NathanaÃ«l BERTHON,0:01:38.229,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,16.0,1:44.584,0.0,,34.354,0.0,35.978,0.0,34.252,0.0,118.4,33:40.031,16:37,0:34.354,0:35.978,0:34.252,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,17.0,1:44.100,0.0,,34.108,0.0,35.891,0.0,34.101,0.0,118.9,35:24.131,16:39,0:34.108,0:35.891,0:34.101,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,18.0,1:43.601,0.0,,33.944,0.0,35.831,0.0,33.826,0.0,119.5,37:07.732,16:41,0:33.944,0:35.831,0:33.826,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,19.0,1:43.029,0.0,,33.574,0.0,35.722,0.0,33.733,0.0,120.2,38:50.761,16:42,0:33.574,0:35.722,0:33.733,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,20.0,1:43.535,0.0,,33.745,0.0,35.848,0.0,33.942,0.0,119.6,40:34.296,16:44,0:33.745,0:35.848,0:33.942,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,21.0,1:43.806,0.0,,33.887,0.0,35.964,0.0,33.955,0.0,119.3,42:18.102,16:46,0:33.887,0:35.964,0:33.955,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,22.0,1:44.435,0.0,,34.145,0.0,36.211,0.0,34.079,0.0,118.5,44:02.537,16:47,0:34.145,0:36.211,0:34.079,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,23.0,1:44.826,0.0,,34.453,0.0,36.379,0.0,33.994,0.0,118.1,45:47.363,16:49,0:34.453,0:36.379,0:33.994,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,24.0,1:42.694,0.0,,33.591,0.0,35.623,0.0,33.480,0.0,120.6,47:30.057,16:51,0:33.591,0:35.623,0:33.480,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,25.0,1:42.327,2.0,,33.406,2.0,35.560,2.0,33.361,2.0,121.0,49:12.384,16:53,0:33.406,0:35.560,0:33.361,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Team Aguri,,3.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,77.0,0.0,26.0,1:55.071,0.0,,33.448,0.0,35.868,0.0,45.755,0.0,107.6,51:07.455,16:55,0:33.448,0:35.868,0:45.755,,NathanaÃ«l BERTHON,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,1.0,1:52.147,0.0,,40.887,0.0,37.057,0.0,34.203,0.0,110.4,1:52.147,16:05,0:40.887,0:37.057,0:34.203,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,2.0,1:45.648,0.0,,35.716,0.0,36.298,0.0,33.634,0.0,117.2,3:37.795,16:07,0:35.716,0:36.298,0:33.634,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,3.0,1:42.877,0.0,,33.655,0.0,35.822,0.0,33.400,0.0,120.3,5:20.672,16:09,0:33.655,0:35.822,0:33.400,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,4.0,3:53.076,0.0,,1:07.726,0.0,1:23.331,0.0,1:22.019,0.0,53.1,9:13.748,16:13,1:07.726,1:23.331,1:22.019,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,5.0,2:21.615,0.0,,1:12.531,0.0,35.982,0.0,33.102,0.0,87.4,11:35.363,16:15,1:12.531,0:35.982,0:33.102,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,6.0,1:41.533,0.0,,33.228,0.0,35.316,0.0,32.989,0.0,121.9,13:16.896,16:17,0:33.228,0:35.316,0:32.989,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,7.0,1:41.082,2.0,,33.196,0.0,34.836,2.0,33.050,0.0,122.5,14:57.978,16:18,0:33.196,0:34.836,0:33.050,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,8.0,1:42.310,0.0,,33.208,0.0,35.623,0.0,33.479,0.0,121.0,16:40.288,16:20,0:33.208,0:35.623,0:33.479,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,9.0,1:41.865,0.0,,33.161,2.0,35.369,0.0,33.335,0.0,121.5,18:22.153,16:22,0:33.161,0:35.369,0:33.335,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,10.0,1:42.095,0.0,,33.425,0.0,35.270,0.0,33.400,0.0,121.3,20:04.248,16:23,0:33.425,0:35.270,0:33.400,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,11.0,1:41.907,0.0,,33.355,0.0,35.559,0.0,32.993,0.0,121.5,21:46.155,16:25,0:33.355,0:35.559,0:32.993,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,12.0,1:42.136,0.0,,33.177,0.0,35.552,0.0,33.407,0.0,121.2,23:28.291,16:27,0:33.177,0:35.552,0:33.407,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,13.0,2:44.021,0.0,B,33.465,0.0,35.335,0.0,1:35.221,0.0,75.5,26:12.312,16:30,0:33.465,0:35.335,1:35.221,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,14.0,2:00.180,0.0,,49.697,0.0,36.960,0.0,33.523,0.0,103.0,28:12.492,16:32,0:49.697,0:36.960,0:33.523,,Nicolas PROST,0:01:23.094,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,15.0,3:23.559,0.0,,1:11.668,0.0,1:21.936,0.0,49.955,0.0,60.8,31:36.051,16:35,1:11.668,1:21.936,0:49.955,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,16.0,1:41.728,0.0,,33.299,0.0,35.252,0.0,33.177,0.0,121.7,33:17.779,16:37,0:33.299,0:35.252,0:33.177,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,17.0,1:41.979,0.0,,33.550,0.0,35.333,0.0,33.096,0.0,121.4,34:59.758,16:38,0:33.550,0:35.333,0:33.096,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,18.0,1:41.775,0.0,,33.299,0.0,35.687,0.0,32.789,2.0,121.6,36:41.533,16:40,0:33.299,0:35.687,0:32.789,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,19.0,1:41.149,0.0,,33.162,0.0,35.040,0.0,32.947,0.0,122.4,38:22.682,16:42,0:33.162,0:35.040,0:32.947,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,20.0,1:42.100,0.0,,33.386,0.0,35.320,0.0,33.394,0.0,121.3,40:04.782,16:43,0:33.386,0:35.320,0:33.394,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,21.0,1:41.746,0.0,,33.274,0.0,35.162,0.0,33.310,0.0,121.7,41:46.528,16:45,0:33.274,0:35.162,0:33.310,,Nicolas PROST,,,
,,,,,,,,,,Renault e.Dams,,2.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,8.0,0.0,22.0,1:41.761,0.0,,33.579,0.0,35.187,0.0,32.995,0.0,121.7,43:28.289,16:47,0:33.579,0:35.187,0:32.995,,Nicolas PROST,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,1.0,2:00.844,0.0,,46.267,0.0,40.037,0.0,34.540,0.0,102.4,2:00.844,16:05,0:46.267,0:40.037,0:34.540,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,2.0,1:45.957,0.0,,34.441,0.0,36.815,0.0,34.701,0.0,116.8,3:46.801,16:07,0:34.441,0:36.815,0:34.701,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,3.0,1:47.953,0.0,,34.289,0.0,36.820,0.0,36.844,0.0,114.7,5:34.754,16:09,0:34.289,0:36.820,0:36.844,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,4.0,4:10.205,0.0,,1:24.001,0.0,1:23.518,0.0,1:22.686,0.0,49.5,9:44.959,16:13,1:24.001,1:23.518,1:22.686,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,5.0,2:03.430,0.0,,52.397,0.0,37.021,0.0,34.012,0.0,100.3,11:48.389,16:15,0:52.397,0:37.021,0:34.012,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,6.0,1:43.883,0.0,,33.863,0.0,36.370,0.0,33.650,0.0,119.2,13:32.272,16:17,0:33.863,0:36.370,0:33.650,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,7.0,1:43.821,0.0,,34.100,0.0,36.194,0.0,33.527,0.0,119.2,15:16.093,16:19,0:34.100,0:36.194,0:33.527,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,8.0,1:43.446,0.0,,33.880,0.0,36.040,0.0,33.526,0.0,119.7,16:59.539,16:20,0:33.880,0:36.040,0:33.526,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,9.0,1:43.318,0.0,,33.886,0.0,36.122,0.0,33.310,2.0,119.8,18:42.857,16:22,0:33.886,0:36.122,0:33.310,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,10.0,1:43.641,0.0,,33.854,0.0,36.013,0.0,33.774,0.0,119.5,20:26.498,16:24,0:33.854,0:36.013,0:33.774,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,11.0,1:44.251,0.0,,34.008,0.0,36.491,0.0,33.752,0.0,118.8,22:10.749,16:26,0:34.008,0:36.491,0:33.752,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,12.0,1:45.120,0.0,,34.273,0.0,36.754,0.0,34.093,0.0,117.8,23:55.869,16:27,0:34.273,0:36.754,0:34.093,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,13.0,1:44.938,0.0,,34.443,0.0,36.508,0.0,33.987,0.0,118.0,25:40.807,16:29,0:34.443,0:36.508,0:33.987,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,14.0,2:47.177,0.0,B,33.795,0.0,36.344,0.0,1:37.038,0.0,74.1,28:27.984,16:32,0:33.795,0:36.344,1:37.038,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,15.0,3:21.320,0.0,,1:24.359,0.0,1:21.291,0.0,35.670,0.0,61.5,31:49.304,16:35,1:24.359,1:21.291,0:35.670,,Oliver TURVEY,0:01:26.068,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,16.0,1:44.744,0.0,,34.283,0.0,36.523,0.0,33.938,0.0,118.2,33:34.048,16:37,0:34.283,0:36.523,0:33.938,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,17.0,1:43.266,0.0,,33.881,0.0,35.790,0.0,33.595,0.0,119.9,35:17.314,16:39,0:33.881,0:35.790,0:33.595,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,18.0,1:43.359,0.0,,33.652,0.0,35.669,0.0,34.038,0.0,119.8,37:00.673,16:40,0:33.652,0:35.669,0:34.038,,Oliver TURVEY,,,
,,,,,,,,,,NEXTEV TCR Formula E Team,,4.0,,,,,,,,,,,./Total_Lap_Num/2015-2016\Beijing\Race\23_Analysis_Race (12).CSV,88.0,0.0,19.0,1:42.427,2.0,,33.498,0.0,35.436,2.0,33.493,0.0,120.9,38:43.100,16:42,0:33.498,0:35.436,0:33.493,,Oliver TURVEY,,,
