ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,Unnamed: 25,file_loc,ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,ECM ForixTeamId,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_ECM ForixDriverId,DRIVER_*Extra 4,DRIVER_*Extra 5,Unnamed: 37,POWER,Unnamed: 26
3.0,1.0,5.0,1:17.617,0.0,,25.077,0.0,22.089,0.0,30.451,0.0,115.7,7:08.780,15:13:59.987,0:25.077,0:22.089,0:30.451,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,6.0,1:18.454,0.0,,24.893,0.0,21.847,0.0,31.714,0.0,114.4,8:27.234,15:15:18.441,0:24.893,0:21.847,0:31.714,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,7.0,1:16.688,0.0,,24.771,0.0,21.565,0.0,30.352,0.0,117.1,9:43.922,15:16:35.129,0:24.771,0:21.565,0:30.352,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,8.0,1:16.749,0.0,,24.747,0.0,21.819,0.0,30.183,0.0,117.0,11:00.671,15:17:51.878,0:24.747,0:21.819,0:30.183,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,9.0,1:18.140,0.0,,24.864,0.0,21.616,0.0,31.660,0.0,114.9,12:18.811,15:19:10.018,0:24.864,0:21.616,0:31.660,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,10.0,1:18.119,0.0,,25.014,0.0,22.190,0.0,30.915,0.0,114.9,13:36.930,15:20:28.137,0:25.014,0:22.190,0:30.915,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,11.0,1:17.857,0.0,,24.865,0.0,22.638,0.0,30.354,0.0,115.3,14:54.787,15:21:45.994,0:24.865,0:22.638,0:30.354,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,12.0,1:16.572,0.0,,24.631,0.0,21.850,0.0,30.091,0.0,117.3,16:11.359,15:23:02.566,0:24.631,0:21.850,0:30.091,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,13.0,1:15.686,0.0,,24.338,0.0,21.403,0.0,29.945,0.0,118.6,17:27.045,15:24:18.252,0:24.338,0:21.403,0:29.945,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,14.0,1:15.594,0.0,,24.494,0.0,21.220,0.0,29.880,0.0,118.8,18:42.639,15:25:33.846,0:24.494,0:21.220,0:29.880,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,15.0,1:15.937,0.0,,24.450,0.0,21.443,0.0,30.044,0.0,118.2,19:58.576,15:26:49.783,0:24.450,0:21.443,0:30.044,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,16.0,1:15.822,0.0,,24.277,0.0,21.359,0.0,30.186,0.0,118.4,21:14.398,15:28:05.605,0:24.277,0:21.359,0:30.186,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,17.0,1:16.321,0.0,,24.608,0.0,21.383,0.0,30.330,0.0,117.6,22:30.719,15:29:21.926,0:24.608,0:21.383,0:30.330,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,18.0,1:15.922,0.0,,24.598,0.0,21.350,0.0,29.974,0.0,118.3,23:46.641,15:30:37.848,0:24.598,0:21.350,0:29.974,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,19.0,1:16.084,0.0,,24.537,0.0,21.452,0.0,30.095,0.0,118.0,25:02.725,15:31:53.932,0:24.537,0:21.452,0:30.095,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,20.0,1:15.587,0.0,,24.362,0.0,21.212,0.0,30.013,0.0,118.8,26:18.312,15:33:09.519,0:24.362,0:21.212,0:30.013,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,21.0,1:15.866,0.0,,24.449,0.0,21.329,0.0,30.088,0.0,118.3,27:34.178,15:34:25.385,0:24.449,0:21.329,0:30.088,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,22.0,1:16.669,0.0,,24.134,0.0,21.073,0.0,31.462,0.0,117.1,28:50.847,15:35:42.054,0:24.134,0:21.073,0:31.462,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,23.0,1:15.232,0.0,,24.608,0.0,21.200,0.0,29.424,0.0,119.3,30:06.079,15:36:57.286,0:24.608,0:21.200,0:29.424,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,24.0,1:15.694,0.0,,24.361,0.0,21.047,0.0,30.286,0.0,118.6,31:21.773,15:38:12.980,0:24.361,0:21.047,0:30.286,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,25.0,1:15.331,0.0,,24.271,0.0,21.111,0.0,29.949,0.0,119.2,32:37.104,15:39:28.311,0:24.271,0:21.111,0:29.949,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,26.0,1:15.379,0.0,,24.180,0.0,21.203,0.0,29.996,0.0,119.1,33:52.483,15:40:43.690,0:24.180,0:21.203,0:29.996,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,27.0,2:45.304,0.0,,44.631,0.0,48.630,0.0,1:12.043,0.0,54.3,36:37.787,15:43:28.994,0:44.631,0:48.630,1:12.043,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,28.0,3:21.070,0.0,,34.201,0.0,1:13.677,0.0,1:33.192,0.0,44.7,39:58.857,15:46:50.064,0:34.201,1:13.677,1:33.192,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,29.0,1:41.867,0.0,,34.746,0.0,31.981,0.0,35.140,0.0,88.1,41:40.724,15:48:31.931,0:34.746,0:31.981,0:35.140,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,30.0,1:15.361,0.0,,25.162,0.0,21.014,0.0,29.185,2.0,119.1,42:56.085,15:49:47.292,0:25.162,0:21.014,0:29.185,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,31.0,1:15.140,0.0,,24.661,0.0,20.973,0.0,29.506,0.0,119.5,44:11.225,15:51:02.432,0:24.661,0:20.973,0:29.506,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,32.0,1:14.913,0.0,,24.297,0.0,20.799,2.0,29.817,0.0,119.9,45:26.138,15:52:17.345,0:24.297,0:20.799,0:29.817,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,1.0,33.0,1:14.803,2.0,,23.976,2.0,20.839,0.0,29.988,0.0,120.0,46:40.941,15:53:32.148,0:23.976,0:20.839,0:29.988,,Nelson PIQUET,,,,Panasonic Jaguar Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,0.0,27.362,0.0,,,0.0,,0.0,,0.0,78.3,27.362,15:07:18.569,,,,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,1.0,1:22.753,0.0,,26.724,0.0,23.740,0.0,32.289,0.0,108.5,1:50.115,15:08:41.322,0:26.724,0:23.740,0:32.289,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,2.0,1:18.552,0.0,,25.547,0.0,21.818,0.0,31.187,0.0,114.3,3:08.667,15:09:59.874,0:25.547,0:21.818,0:31.187,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,3.0,1:18.985,0.0,,25.245,0.0,22.487,0.0,31.253,0.0,113.7,4:27.652,15:11:18.859,0:25.245,0:22.487,0:31.253,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,4.0,1:16.197,0.0,,24.621,0.0,21.188,0.0,30.388,0.0,117.8,5:43.849,15:12:35.056,0:24.621,0:21.188,0:30.388,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,5.0,1:16.370,0.0,,24.703,0.0,21.250,0.0,30.417,0.0,117.6,7:00.219,15:13:51.426,0:24.703,0:21.250,0:30.417,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,6.0,1:16.612,0.0,,24.704,0.0,21.578,0.0,30.330,0.0,117.2,8:16.831,15:15:08.038,0:24.704,0:21.578,0:30.330,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,7.0,1:17.705,0.0,,24.855,0.0,21.270,0.0,31.580,0.0,115.5,9:34.536,15:16:25.743,0:24.855,0:21.270,0:31.580,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,8.0,1:15.683,0.0,,24.182,0.0,21.115,0.0,30.386,0.0,118.6,10:50.219,15:17:41.426,0:24.182,0:21.115,0:30.386,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,9.0,1:15.464,0.0,,24.241,0.0,21.040,0.0,30.183,0.0,119.0,12:05.683,15:18:56.890,0:24.241,0:21.040,0:30.183,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,10.0,1:15.056,0.0,,24.089,0.0,20.977,0.0,29.990,0.0,119.6,13:20.739,15:20:11.946,0:24.089,0:20.977,0:29.990,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,11.0,1:16.478,0.0,,24.132,0.0,22.128,0.0,30.218,0.0,117.4,14:37.217,15:21:28.424,0:24.132,0:22.128,0:30.218,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,12.0,1:15.889,0.0,,24.239,0.0,21.433,0.0,30.217,0.0,118.3,15:53.106,15:22:44.313,0:24.239,0:21.433,0:30.217,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,13.0,1:14.538,0.0,,24.149,0.0,20.850,0.0,29.539,0.0,120.5,17:07.644,15:23:58.851,0:24.149,0:20.850,0:29.539,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,14.0,1:14.816,0.0,,23.904,0.0,21.014,0.0,29.898,0.0,120.0,18:22.460,15:25:13.667,0:23.904,0:21.014,0:29.898,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,15.0,1:16.106,0.0,,24.482,0.0,21.802,0.0,29.822,0.0,118.0,19:38.566,15:26:29.773,0:24.482,0:21.802,0:29.822,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,16.0,1:14.662,0.0,,23.915,0.0,20.936,0.0,29.811,0.0,120.3,20:53.228,15:27:44.435,0:23.915,0:20.936,0:29.811,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,17.0,1:15.142,0.0,,24.089,0.0,21.045,0.0,30.008,0.0,119.5,22:08.370,15:28:59.577,0:24.089,0:21.045,0:30.008,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,18.0,1:14.878,0.0,,24.229,0.0,20.910,0.0,29.739,0.0,119.9,23:23.248,15:30:14.455,0:24.229,0:20.910,0:29.739,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,19.0,1:14.370,0.0,,23.918,0.0,20.835,0.0,29.617,0.0,120.7,24:37.618,15:31:28.825,0:23.918,0:20.835,0:29.617,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,20.0,1:13.901,0.0,,23.772,0.0,20.646,0.0,29.483,0.0,121.5,25:51.519,15:32:42.726,0:23.772,0:20.646,0:29.483,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,21.0,1:15.495,0.0,,23.651,0.0,20.652,0.0,31.192,0.0,118.9,27:07.014,15:33:58.221,0:23.651,0:20.652,0:31.192,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,22.0,1:14.089,0.0,,23.669,0.0,20.640,0.0,29.780,0.0,121.2,28:21.103,15:35:12.310,0:23.669,0:20.640,0:29.780,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,23.0,1:22.085,0.0,B,23.697,0.0,20.523,0.0,37.865,0.0,109.4,29:43.188,15:36:34.395,0:23.697,0:20.523,0:37.865,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,24.0,1:24.128,0.0,,33.398,0.0,21.003,0.0,29.727,0.0,106.7,31:07.316,15:37:58.523,0:33.398,0:21.003,0:29.727,,AndrÃ© LOTTERER,0:00:23.796,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,25.0,1:14.450,0.0,,23.741,0.0,20.801,0.0,29.908,0.0,120.6,32:21.766,15:39:12.973,0:23.741,0:20.801,0:29.908,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,26.0,1:15.414,0.0,,24.212,0.0,21.435,0.0,29.767,0.0,119.1,33:37.180,15:40:28.387,0:24.212,0:21.435,0:29.767,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,27.0,2:32.742,0.0,,33.445,0.0,48.490,0.0,1:10.807,0.0,58.8,36:09.922,15:43:01.129,0:33.445,0:48.490,1:10.807,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,28.0,3:43.011,0.0,,54.106,0.0,1:15.511,0.0,1:33.394,0.0,40.3,39:52.933,15:46:44.140,0:54.106,1:15.511,1:33.394,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,29.0,1:45.086,0.0,,36.251,0.0,33.303,0.0,35.532,0.0,85.4,41:38.019,15:48:29.226,0:36.251,0:33.303,0:35.532,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,30.0,1:16.116,0.0,,24.141,0.0,20.956,0.0,31.019,0.0,118.0,42:54.135,15:49:45.342,0:24.141,0:20.956,0:31.019,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,31.0,1:14.489,0.0,,24.219,0.0,20.720,0.0,29.550,0.0,120.5,44:08.624,15:50:59.831,0:24.219,0:20.720,0:29.550,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,32.0,1:12.591,3.0,,23.371,2.0,20.249,2.0,28.971,3.0,123.7,45:21.215,15:52:12.422,0:23.371,0:20.249,0:28.971,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,1.0,33.0,1:13.741,0.0,,23.484,0.0,20.421,0.0,29.836,0.0,121.8,46:34.956,15:53:26.163,0:23.484,0:20.421,0:29.836,,AndrÃ© LOTTERER,,,,DS TECHEETAH,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.0,0.0,31.810,0.0,,,0.0,,0.0,,0.0,67.3,31.810,15:07:23.017,,,,,Robin FRIJNS,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.0,1.0,1:25.075,0.0,,28.906,0.0,23.924,0.0,32.245,0.0,105.5,1:56.885,15:08:48.092,0:28.906,0:23.924,0:32.245,,Robin FRIJNS,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.0,2.0,1:19.965,0.0,,25.602,0.0,22.538,0.0,31.825,0.0,112.3,3:16.850,15:10:08.057,0:25.602,0:22.538,0:31.825,,Robin FRIJNS,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.0,3.0,1:19.216,0.0,,25.472,0.0,22.670,0.0,31.074,0.0,113.3,4:36.066,15:11:27.273,0:25.472,0:22.670,0:31.074,,Robin FRIJNS,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.0,4.0,1:18.466,0.0,,25.371,0.0,22.136,0.0,30.959,0.0,114.4,5:54.532,15:12:45.739,0:25.371,0:22.136,0:30.959,,Robin FRIJNS,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.0,5.0,1:18.075,0.0,,25.288,0.0,22.092,0.0,30.695,0.0,115.0,7:12.607,15:14:03.814,0:25.288,0:22.092,0:30.695,,Robin FRIJNS,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,1.0,6.0,1:17.756,0.0,,25.268,0.0,21.952,0.0,30.536,0.0,115.5,8:30.363,15:15:21.570,0:25.268,0:21.952,0:30.536,,Robin FRIJNS,,,,Envision Virgin Racing,,,./Total_Lap_Num/2018-2019\AdD\Race\23_Analysis_Race (1).CSV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
