ï»¿POSITION,NUMBER,STATUS,LAPS,TOTAL_TIME,GAP_FIRST,GAP_PREVIOUS,FL_LAPNUM,FL_TIME,FL_KPH,TEAM,CLASS,GROUP,DIVISION,VEHICLE,TIRES,ECM Participant Id,ECM Team Id,ECM Category Id,ECM Car Id,ECM Brand Id,ECM Country Id,*Extra 7,*Extra 8,*Extra 9,*Extra 10,DRIVER_FIRSTNAME,DRIVER_SECONDNAME,DRIVER_LICENSE,DRIVER_HOMETOWN,DRIVER_COUNTRY,DRIVER_SHORTNAME,DRIVER_ECM Driver Id,DRIVER_ECM Country Id,DRIVER_*Extra 3,DRIVER_*Extra 4,DRIVER_*Extra 5,file_loc,ï»¿NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,MANUFACTURER,Unnamed: 25,Unnamed: 37,POSITION
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,21.0,1:11.720,0.0,,18.538,0.0,24.668000000000003,0.0,28.514,0.0,124.5,26:39.385,16:30:39.385,0:18.538,0:24.668,0:28.514,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,22.0,1:11.524,0.0,,18.264,0.0,24.71,0.0,28.550,0.0,124.8,27:50.909,16:31:50.909,0:18.264,0:24.710,0:28.550,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,23.0,1:11.639,0.0,,18.333,0.0,24.846999999999998,0.0,28.459,0.0,124.6,29:02.548,16:33:02.548,0:18.333,0:24.847,0:28.459,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,24.0,1:11.447,0.0,,18.433,0.0,24.615,0.0,28.399,0.0,125.0,30:13.995,16:34:13.995,0:18.433,0:24.615,0:28.399,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,25.0,1:11.824,0.0,,18.498,0.0,24.866,0.0,28.460,0.0,124.3,31:25.819,16:35:25.819,0:18.498,0:24.866,0:28.460,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,26.0,1:11.424,0.0,,18.416,0.0,24.726,0.0,28.282,0.0,125.0,32:37.243,16:36:37.243,0:18.416,0:24.726,0:28.282,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,27.0,1:11.660,0.0,,18.511,0.0,24.703000000000003,0.0,28.446,0.0,124.6,33:48.903,16:37:48.903,0:18.511,0:24.703,0:28.446,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,28.0,1:11.689,0.0,,18.430,0.0,24.805,0.0,28.454,0.0,124.5,35:00.592,16:39:00.592,0:18.430,0:24.805,0:28.454,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,29.0,1:11.351,0.0,,18.359,0.0,24.685,0.0,28.307,0.0,125.1,36:11.943,16:40:11.943,0:18.359,0:24.685,0:28.307,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,30.0,1:11.525,0.0,,18.434,0.0,24.594,0.0,28.497,0.0,124.8,37:23.468,16:41:23.468,0:18.434,0:24.594,0:28.497,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,31.0,1:11.525,0.0,,18.638,0.0,24.71,0.0,28.177,2.0,124.8,38:34.993,16:42:34.993,0:18.638,0:24.710,0:28.177,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,32.0,1:11.357,0.0,,18.452,0.0,24.671999999999997,0.0,28.233,0.0,125.1,39:46.350,16:43:46.350,0:18.452,0:24.672,0:28.233,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,33.0,1:11.058,2.0,,18.239,2.0,24.471999999999998,0.0,28.347,0.0,125.6,40:57.408,16:44:57.408,0:18.239,0:24.472,0:28.347,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,34.0,1:11.150,0.0,,18.246,0.0,24.659000000000002,0.0,28.245,0.0,125.5,42:08.558,16:46:08.558,0:18.246,0:24.659,0:28.245,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,35.0,1:11.889,0.0,,18.270,0.0,24.633000000000003,0.0,28.986,0.0,124.2,43:20.447,16:47:20.447,0:18.270,0:24.633,0:28.986,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,36.0,1:11.817,0.0,,18.506,0.0,24.745,0.0,28.566,0.0,124.3,44:32.264,16:48:32.264,0:18.506,0:24.745,0:28.566,,SÃ©bastien BUEMI,,,,,
,,,,,,,,,,Renault e.dams,,,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\Buenos\Race\23_Analysis_Race (24).CSV,9.0,0.0,37.0,1:13.359,0.0,,18.518,0.0,25.439,0.0,29.402,0.0,121.7,45:45.623,16:49:45.623,0:18.518,0:25.439,0:29.402,,SÃ©bastien BUEMI,,,,,
1.0,9.0,Classified,45.0,53:13.298,-,-,12.0,1:04.256,104.2,Renault e.dams,,4.0,1090.0,Renault Z.E. 16,,,,,,,,,,,,SÃ©bastien,BUEMI,,CHE,CHE,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,11.0,Classified,45.0,53:15.775,+2.477,+2.477,10.0,1:03.648,105.2,ABT Schaeffler Audi Sport,,2.0,1098.0,ABT Schaeffler FE02,,,,,,,,,,,,Lucas,DI GRASSI,,BRA,BRA,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,23.0,Classified,45.0,53:18.820,+5.522,+3.045,5.0,1:05.085,102.9,Mahindra Racing,,1.0,1099.0,Mahindra M3Electro,,,,,,,,,,,,Nick,HEIDFELD,,DEU,DEU,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,8.0,Classified,45.0,53:20.658,+7.360,+1.838,6.0,1:04.683,103.5,Renault e.dams,,1.0,2032.0,Renault Z.E. 16,,,,,,,,,,,,Nicolas,PROST,,FRA,FRA,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,28.0,Classified,45.0,53:31.285,+17.987,+10.627,30.0,1:04.342,104.1,Andretti Formula E,,2.0,3177.0,Andretti ATEC-02,,,,,,,,,,,,Antonio Felix,DA COSTA,,PRT,PRT,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,27.0,Classified,45.0,53:34.459,+21.161,+3.174,32.0,1:04.143,104.4,Andretti Formula E,,3.0,9093.0,Andretti ATEC-02,,,,,,,,,,,,Robin,FRIJNS,,NLD,NLD,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,7.0,Classified,45.0,53:41.741,+28.443,+7.282,7.0,1:05.559,102.1,Faraday Future Dragon Racing,,4.0,1084.0,Penske 701-EV,,,,,,,,,,,,JÃ©rÃ´me,D'AMBROSIO,,BEL,BEL,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,88.0,Classified,45.0,53:43.653,+30.355,+1.912,5.0,1:05.344,102.5,NEXTEV NIO,,2.0,9092.0,NextEV TCR Formula 002,,,,,,,,,,,,Oliver,TURVEY,,GBR,GBR,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,5.0,Classified,45.0,53:44.196,+30.898,+0.543,33.0,1:04.390,104.0,Venturi Formula E Team,,4.0,8003.0,Venturi VM200-FE-02,,,,,,,,,,,,Maro,ENGEL,,DEU,DEU,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
10.0,4.0,Classified,45.0,53:45.032,+31.734,+0.836,32.0,1:04.289,104.2,Venturi Formula E Team,,1.0,1113.0,Venturi VM200-FE-02,,,,,,,,,,,,StÃ©phane,SARRAZIN,,FRA,FRA,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,3.0,Classified,45.0,53:48.554,+35.256,+3.522,11.0,1:04.267,104.2,NEXTEV NIO,,3.0,9069.0,NextEV TCR Formula 002,,,,,,,,,,,,Nelson,PIQUET JR,,BRA,BRA,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,47.0,Classified,45.0,53:57.137,+43.839,+8.583,33.0,1:04.732,103.4,Panasonic Jaguar Racing,,1.0,8006.0,Jaguar I-Type 1,,,,,,,,,,,,Adam,CARROLL,,GBR,GBR,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,2.0,Classified,45.0,54:01.356,+48.058,+4.219,41.0,1:03.372,105.7,DS Virgin Racing,,2.0,1087.0,DS Virgin DSV-02,,,,,,,,,,,,Sam,BIRD,,GBR,GBR,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,6.0,Classified,43.0,53:13.913,2 Laps,2 Laps,40.0,1:04.712,103.5,Faraday Future Dragon Racing,,1.0,9082.0,Penske 701-EV,,,,,,,,,,,,LoÃ¯c,DUVAL,,FRA,FRA,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,19.0,Classified,43.0,54:04.274,2 Laps,+50.361,36.0,1:02.947,106.4,Mahindra Racing,,3.0,8005.0,Mahindra M3Electro,,,,,,,,,,,,Felix,ROSENQVIST,,SWE,SWE,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
,66.0,Not classified,34.0,44:15.046,,,25.0,1:03.263,105.8,ABT Schaeffler Audi Sport,,4.0,1080.0,ABT Schaeffer FE02,,,,,,,,,,,,Daniel,ABT,,DEU,DEU,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
,25.0,Not classified,31.0,38:52.707,,,28.0,1:03.078,106.2,TECHEETAH,,3.0,1086.0,Renault Z.E. 16,,,,,,,,,,,,Jean-Eric,VERGNE,,FRA,FRA,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
,20.0,Not classified,24.0,30:08.932,,,10.0,1:05.474,102.3,Panasonic Jaguar Racing,,3.0,8007.0,Jaguar I-Type 1,,,,,,,,,,,,Mitch,EVANS,,NZL,NZL,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
,37.0,Not classified,15.0,17:16.490,,,11.0,1:05.344,102.5,DS Virgin Racing,,4.0,8004.0,DS Virgin DSV-02,,,,,,,,,,,,JosÃ© Maria,LOPEZ,,ARG,ARG,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
,33.0,Not classified,1.0,5:49.646,,,0.0,,,TECHEETAH,,2.0,8001.0,Renault Z.E. 16,,,,,,,,,,,,,MA Qing Hua,,CHN,CHN,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\03_Classification_Race (23).CSV,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,1.0,1:17.522,0.0,,25.624000000000002,0.0,24.820,0.0,27.078,0.0,86.4,1:17.522,17:05:06.565,0:25.624,0:24.820,0:27.078,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,2.0,1:08.940,0.0,,20.009,0.0,21.659,0.0,27.272,0.0,97.1,2:26.462,17:06:15.505,0:20.009,0:21.659,0:27.272,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,3.0,1:08.437,0.0,,19.867,0.0,21.720,0.0,26.850,0.0,97.8,3:34.899,17:07:23.942,0:19.867,0:21.720,0:26.850,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,4.0,1:08.489,0.0,,19.773,0.0,22.148,0.0,26.568,0.0,97.8,4:43.388,17:08:32.431,0:19.773,0:22.148,0:26.568,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,5.0,1:06.557,0.0,,19.879,0.0,21.266,0.0,25.412,0.0,100.6,5:49.945,17:09:38.988,0:19.879,0:21.266,0:25.412,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,6.0,1:05.507,0.0,,18.783,0.0,21.140,0.0,25.584,0.0,102.2,6:55.452,17:10:44.495,0:18.783,0:21.140,0:25.584,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,7.0,1:21.119,0.0,B,18.422,0.0,20.428,0.0,42.269,0.0,82.5,8:16.571,17:12:05.614,0:18.422,0:20.428,0:42.269,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,8.0,1:09.714,0.0,,22.456999999999997,0.0,21.446,0.0,25.811,0.0,96.0,9:26.285,17:13:15.328,0:22.457,0:21.446,0:25.811,,Lucas DI GRASSI,0:00:21.688,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,9.0,1:06.330,0.0,,18.777,0.0,21.804,0.0,25.749,0.0,100.9,10:32.615,17:14:21.658,0:18.777,0:21.804,0:25.749,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,10.0,1:03.648,2.0,,18.352999999999998,2.0,20.424,2.0,24.871,2.0,105.2,11:36.263,17:15:25.306,0:18.353,0:20.424,0:24.871,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,11.0,1:06.931,0.0,,19.373,0.0,21.732,0.0,25.826,0.0,100.0,12:43.194,17:16:32.237,0:19.373,0:21.732,0:25.826,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,12.0,1:06.454,0.0,,19.084,0.0,21.668,0.0,25.702,0.0,100.8,13:49.648,17:17:38.691,0:19.084,0:21.668,0:25.702,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,13.0,1:05.356,0.0,,18.788,0.0,21.222,0.0,25.346,0.0,102.5,14:55.004,17:18:44.047,0:18.788,0:21.222,0:25.346,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,14.0,1:06.391,0.0,,18.814,0.0,22.289,0.0,25.288,0.0,100.9,16:01.395,17:19:50.438,0:18.814,0:22.289,0:25.288,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,15.0,1:04.792,0.0,,18.704,0.0,20.900,0.0,25.188,0.0,103.3,17:06.187,17:20:55.230,0:18.704,0:20.900,0:25.188,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,16.0,1:04.687,0.0,,18.657,0.0,20.864,0.0,25.166,0.0,103.5,18:10.874,17:21:59.917,0:18.657,0:20.864,0:25.166,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,17.0,1:07.244,0.0,,18.612000000000002,0.0,22.433,0.0,26.199,0.0,99.6,19:18.118,17:23:07.161,0:18.612,0:22.433,0:26.199,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,18.0,1:49.845,0.0,B,18.828,0.0,22.099,0.0,1:08.918,0.0,61.0,21:07.963,17:24:57.006,0:18.828,0:22.099,1:08.918,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,19.0,1:45.036,0.0,,23.909000000000002,0.0,26.398,0.0,54.729,0.0,63.7,22:52.999,17:26:42.042,0:23.909,0:26.398,0:54.729,,Lucas DI GRASSI,0:00:43.722,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,20.0,2:20.650,0.0,,48.153999999999996,0.0,46.075,0.0,46.421,0.0,47.6,25:13.649,17:29:02.692,0:48.154,0:46.075,0:46.421,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,21.0,1:40.161,0.0,,33.558,0.0,36.287,0.0,30.316,0.0,66.9,26:53.810,17:30:42.853,0:33.558,0:36.287,0:30.316,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,22.0,1:06.786,0.0,,19.185,0.0,21.786,0.0,25.815,0.0,100.3,28:00.596,17:31:49.639,0:19.185,0:21.786,0:25.815,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,23.0,1:06.618,0.0,,19.137999999999998,0.0,21.928,0.0,25.552,0.0,100.5,29:07.214,17:32:56.257,0:19.138,0:21.928,0:25.552,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,24.0,1:07.562,0.0,,18.922,0.0,22.560,0.0,26.080,0.0,99.1,30:14.776,17:34:03.819,0:18.922,0:22.560,0:26.080,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,25.0,1:06.049,0.0,,18.906,0.0,21.537,0.0,25.606,0.0,101.4,31:20.825,17:35:09.868,0:18.906,0:21.537,0:25.606,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,26.0,1:06.093,0.0,,18.928,0.0,21.471,0.0,25.694,0.0,101.3,32:26.918,17:36:15.961,0:18.928,0:21.471,0:25.694,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,27.0,1:05.570,0.0,,18.829,0.0,21.342,0.0,25.399,0.0,102.1,33:32.488,17:37:21.531,0:18.829,0:21.342,0:25.399,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,28.0,1:06.024,0.0,,18.894000000000002,0.0,21.528,0.0,25.602,0.0,101.4,34:38.512,17:38:27.555,0:18.894,0:21.528,0:25.602,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,29.0,1:05.565,0.0,,18.717,0.0,21.350,0.0,25.498,0.0,102.1,35:44.077,17:39:33.120,0:18.717,0:21.350,0:25.498,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,30.0,1:05.739,0.0,,18.977999999999998,0.0,21.231,0.0,25.530,0.0,101.9,36:49.816,17:40:38.859,0:18.978,0:21.231,0:25.530,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,31.0,1:06.246,0.0,,18.835,0.0,21.960,0.0,25.451,0.0,101.1,37:56.062,17:41:45.105,0:18.835,0:21.960,0:25.451,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,32.0,1:05.606,0.0,,18.902,0.0,21.316,0.0,25.388,0.0,102.1,39:01.668,17:42:50.711,0:18.902,0:21.316,0:25.388,,Lucas DI GRASSI,,,,,
,,,,,,,,,,ABT Schaeffler Audi Sport,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,./Total_Lap_Num/2016-2017\HongKong\Race\23_Analysis_Race (22).CSV,11.0,0.0,33.0,1:05.626,0.0,,18.662,0.0,21.273,0.0,25.691,0.0,102.0,40:07.294,17:43:56.337,0:18.662,0:21.273,0:25.691,,Lucas DI GRASSI,,,,,
